Jogador,Equipa_CSV,Jogador_Sofascore,Equipa_Sofascore,Foto_Jogador_URL,Escudo_Clube_URL,Liga,Pais_Liga,Logo_Liga_URL,Match_Score,Qualidade_Match
A. López,Deportivo Cuenca,Marcos Andrés López,Deportivo Cuenca,https://api.sofascore.com/api/v1/player/846671/image,https://api.sofascore.com/api/v1/team/5251/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.92,ALTA
A. López,Llaneros,Manuel López,Llaneros FC,https://api.sofascore.com/api/v1/player/2175968/image,https://api.sofascore.com/api/v1/team/89374/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
A. Lotti,Platense,Augusto Lotti,Platense,https://api.sofascore.com/api/v1/player/824456/image,https://api.sofascore.com/api/v1/team/36837/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
A. Luna,Instituto,Alex Luna,Instituto De Córdoba,https://api.sofascore.com/api/v1/player/1094228/image,https://api.sofascore.com/api/v1/team/4937/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.85,ALTA
A. Macelli,Cerro,Alejo Macelli,Cerro,https://api.sofascore.com/api/v1/player/1802303/image,https://api.sofascore.com/api/v1/team/22011/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.94,ALTA
A. Machado,Defensor Sporting,Alexander Machado,Defensor Sporting,https://api.sofascore.com/api/v1/player/982647/image,https://api.sofascore.com/api/v1/team/3229/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.94,ALTA
Á. Madrid,Everton,,,,,,,,0.0,NAO_ENCONTRADO
A. Madruga,Peñarol,Andrés Madruga,Peñarol,https://api.sofascore.com/api/v1/player/1199466/image,https://api.sofascore.com/api/v1/team/3227/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.94,ALTA
A. Maldonado,Belgrano,Alexis Maldonado,Club Atlético Belgrano,https://api.sofascore.com/api/v1/player/888848/image,https://api.sofascore.com/api/v1/team/3203/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.85,ALTA
A. Márquez,Rangers,Alejandro Márquez,Rangers de Talca,https://api.sofascore.com/api/v1/player/790005/image,https://api.sofascore.com/api/v1/team/3154/image,Liga de Ascenso,Chile,https://api.sofascore.com/api/v1/unique-tournament/1240/image,0.85,ALTA
A. Martínez,Racing Club,Adrián Martínez,Racing Club,https://api.sofascore.com/api/v1/player/906811/image,https://api.sofascore.com/api/v1/team/3215/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
A. Martínez,Talleres Córdoba,Iñigo Martínez,Al-Nassr,https://api.sofascore.com/api/v1/player/173883/image,https://api.sofascore.com/api/v1/team/23400/image,Saudi Pro League,Saudi Arabia,https://api.sofascore.com/api/v1/unique-tournament/955/image,0.34,BAIXA_REVISAR
A. Martínez,Palestino,Ariel Martínez,Palestino,https://api.sofascore.com/api/v1/player/868785/image,https://api.sofascore.com/api/v1/team/3157/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
Á. Martino,CSKA Sofia,Ángelo Martino,CSKA Sofia,https://api.sofascore.com/api/v1/player/860046/image,https://api.sofascore.com/api/v1/team/3275/image,Parva Liga,Bulgaria,https://api.sofascore.com/api/v1/unique-tournament/247/image,0.94,ALTA
A. Max,Gimnasia La Plata,Max Dowman,Arsenal,https://api.sofascore.com/api/v1/player/1917626/image,https://api.sofascore.com/api/v1/team/42/image,Premier League,England,https://api.sofascore.com/api/v1/unique-tournament/17/image,0.34,BAIXA_REVISAR
A. Medina,Everton,Alan Medina,Everton de Viña del Mar,https://api.sofascore.com/api/v1/player/975053/image,https://api.sofascore.com/api/v1/team/5032/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.85,ALTA
A. Medina,Manta,Edison Alexander Medina Caicedo,Manta FC,https://api.sofascore.com/api/v1/player/1649356/image,https://api.sofascore.com/api/v1/team/33561/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.82,ALTA
A. Medina,Lanús,Agustín Medina,CA Lanús,https://api.sofascore.com/api/v1/player/1836915/image,https://api.sofascore.com/api/v1/team/3218/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.85,ALTA
A. Melo,Vinotinto de Ecuador,Renan Melo,AD Socorrense,https://api.sofascore.com/api/v1/player/1541817/image,https://api.sofascore.com/api/v1/team/188847/image,"Sergipano, Série A3",Brazil,https://api.sofascore.com/api/v1/unique-tournament/29412/image,0.34,BAIXA_REVISAR
A. Mena,Aucas,Andres Mena,Aucas,https://api.sofascore.com/api/v1/player/962419/image,https://api.sofascore.com/api/v1/team/5249/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
Á. Mena,Orense,Ángel Mena,Orense SC,https://api.sofascore.com/api/v1/player/52061/image,https://api.sofascore.com/api/v1/team/277525/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
A. Méndez,Newell's Old Boys,Armando Méndez,Newell's Old Boys,https://api.sofascore.com/api/v1/player/941403/image,https://api.sofascore.com/api/v1/team/3212/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
A. Mina,Emelec,Ariel Mina,Emelec,https://api.sofascore.com/api/v1/player/1407878/image,https://api.sofascore.com/api/v1/team/5255/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
A. Mina,Emelec,Ariel Mina,Emelec,https://api.sofascore.com/api/v1/player/1407878/image,https://api.sofascore.com/api/v1/team/5255/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
A. Miranda,Cerro,Agustín Miranda,Cerro,https://api.sofascore.com/api/v1/player/976182/image,https://api.sofascore.com/api/v1/team/22011/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.94,ALTA
A. Mojica,Llaneros,Anderson Mojica,No team,https://api.sofascore.com/api/v1/player/974190/image,https://api.sofascore.com/api/v1/team/241802/image,,,,0.34,BAIXA_REVISAR
A. Molina,Tristán Suárez,Alejandro Molina,Tristán Suárez,https://api.sofascore.com/api/v1/player/902452/image,https://api.sofascore.com/api/v1/team/93513/image,Primera Nacional,Argentina,https://api.sofascore.com/api/v1/unique-tournament/703/image,0.94,ALTA
A. Molinas,Defensa y Justicia,Aaron Molinas,Defensa y Justicia,https://api.sofascore.com/api/v1/player/1022257/image,https://api.sofascore.com/api/v1/team/36839/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
A. Montero,Newell's Old Boys,Alejo Montero,Newell's Old Boys,https://api.sofascore.com/api/v1/player/922442/image,https://api.sofascore.com/api/v1/team/3212/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
A. Montoro,Botafogo,Álvaro Montoro,Botafogo,https://api.sofascore.com/api/v1/player/1650770/image,https://api.sofascore.com/api/v1/team/1958/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.94,ALTA
A. Moreira,Gil Vicente,Agustín Moreira,Gil Vicente,https://api.sofascore.com/api/v1/player/1799336/image,https://api.sofascore.com/api/v1/team/3010/image,Liga Portugal Betclic,Portugal,https://api.sofascore.com/api/v1/unique-tournament/238/image,0.94,ALTA
A. Morelos,Santos,Alfredo Morelos,Atlético Nacional,https://api.sofascore.com/api/v1/player/831085/image,https://api.sofascore.com/api/v1/team/6106/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.34,BAIXA_REVISAR
A. Moreno,River Plate,Aníbal Moreno,River Plate,https://api.sofascore.com/api/v1/player/977677/image,https://api.sofascore.com/api/v1/team/3211/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
A. Moreno,Millonarios,Alex Moreno,Millonarios,https://api.sofascore.com/api/v1/player/1156248/image,https://api.sofascore.com/api/v1/team/6117/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
A. Mosquera,América de Cali,Andrés Mosquera,América de Cali,https://api.sofascore.com/api/v1/player/47724/image,https://api.sofascore.com/api/v1/team/6102/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
A. Mulet,Olimpia,Agustín Mulet,CD Olimpia,https://api.sofascore.com/api/v1/player/1093121/image,https://api.sofascore.com/api/v1/team/25358/image,"Liga Betcris de Honduras, Clausura",Honduras,https://api.sofascore.com/api/v1/unique-tournament/11614/image,0.85,ALTA
A. Muñoz,UTC Cajamarca,Antonio Muñoz,FC Spartak Trnava,https://api.sofascore.com/api/v1/player/817968/image,https://api.sofascore.com/api/v1/team/2406/image,Niké Liga,Slovakia,https://api.sofascore.com/api/v1/unique-tournament/211/image,0.34,BAIXA_REVISAR
A. Nadruz,Unión Española,Agustin Nadruz,Cobresal,https://api.sofascore.com/api/v1/player/873620/image,https://api.sofascore.com/api/v1/team/3167/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.34,BAIXA_REVISAR
A. Ocampo,Plaza Colonia,Agustín Ocampo,Platense,https://api.sofascore.com/api/v1/player/936244/image,https://api.sofascore.com/api/v1/team/36837/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.34,BAIXA_REVISAR
A. Olinick,Racing Córdoba,Alan Olinick,Racing de Córdoba,https://api.sofascore.com/api/v1/player/1491299/image,https://api.sofascore.com/api/v1/team/273657/image,Primera Nacional,Argentina,https://api.sofascore.com/api/v1/unique-tournament/703/image,0.94,ALTA
A. Oliveros,Águilas Doradas,Agustín Oliveros,Club Necaxa,https://api.sofascore.com/api/v1/player/930555/image,https://api.sofascore.com/api/v1/team/1944/image,"Liga MX, Clausura",Mexico,https://api.sofascore.com/api/v1/unique-tournament/11620/image,0.34,BAIXA_REVISAR
A. Oña,Vinotinto de Ecuador,Aaron Ona Embo,Belgium U18,https://api.sofascore.com/api/v1/player/2203236/image,https://api.sofascore.com/api/v1/team/52787/image,U18 FIBA EuroBasket Div. A,International,https://api.sofascore.com/api/v1/unique-tournament/895/image,0.32,BAIXA_REVISAR
A. Osella,Independiente Rivadavia,Alejo Osella,Independiente Rivadavia,https://api.sofascore.com/api/v1/player/1187522/image,https://api.sofascore.com/api/v1/team/36842/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
A. Osorio,Defensa y Justicia,Abiel Osorio,Defensa y Justicia,https://api.sofascore.com/api/v1/player/1190083/image,https://api.sofascore.com/api/v1/team/36839/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
A. Oviedo,Tigre,Alfio Oviedo,Tigre,https://api.sofascore.com/api/v1/player/887430/image,https://api.sofascore.com/api/v1/team/7628/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
A. Palavecino,Aldosivi,Blas Agustín Palavecino,Aldosivi,https://api.sofascore.com/api/v1/player/1151708/image,https://api.sofascore.com/api/v1/team/36836/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.92,ALTA
A. Pandiani Quaglia,Cerro Largo,,,,,,,,0.0,NAO_ENCONTRADO
A. Parot,Deportes Limache,Alfonso Parot,Deportes Limache,https://api.sofascore.com/api/v1/player/33829/image,https://api.sofascore.com/api/v1/team/331131/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
A. Parra,Tolima,Adrián Parra,Deportes Tolima,https://api.sofascore.com/api/v1/player/830255/image,https://api.sofascore.com/api/v1/team/6111/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
A. Peñaranda,Deportivo Táchira,Adalberto Peñaranda,Deportivo Táchira,https://api.sofascore.com/api/v1/player/825775/image,https://api.sofascore.com/api/v1/team/6231/image,Liga FUTVE,Venezuela,https://api.sofascore.com/api/v1/unique-tournament/231/image,0.94,ALTA
A. Pereira,Racing,Julio César Pereira,Racing Club (U13),https://api.sofascore.com/api/v1/player/2007493/image,https://api.sofascore.com/api/v1/team/937517/image,Copa Hermes Desio,Argentina Amateur,https://api.sofascore.com/api/v1/unique-tournament/24107/image,0.83,ALTA
A. Pérez,Deportivo Táchira,José Agustin Pérez,Deportivo Táchira,https://api.sofascore.com/api/v1/player/1086246/image,https://api.sofascore.com/api/v1/team/6231/image,Liga FUTVE,Venezuela,https://api.sofascore.com/api/v1/unique-tournament/231/image,0.92,ALTA
A. Piedrahita,Deportivo Pereira,Alejandro Piedrahita,CSKA Sofia,https://api.sofascore.com/api/v1/player/1016200/image,https://api.sofascore.com/api/v1/team/3275/image,Parva Liga,Bulgaria,https://api.sofascore.com/api/v1/unique-tournament/247/image,0.34,BAIXA_REVISAR
A. Pinheiro,Progreso,Agustin Pinheiro,Progreso,https://api.sofascore.com/api/v1/player/2040048/image,https://api.sofascore.com/api/v1/team/3238/image,Liga AUF Uruguaya,Uruguay,https://api.sofascore.com/api/v1/unique-tournament/278/image,0.94,ALTA
A. Ponce,Academia Puerto Cabello,Andrés Ponce,Academia Puerto Cabello,https://api.sofascore.com/api/v1/player/785973/image,https://api.sofascore.com/api/v1/team/230725/image,Liga FUTVE,Venezuela,https://api.sofascore.com/api/v1/unique-tournament/231/image,0.94,ALTA
A. Portillo,Defensa y Justicia,Ayrton Portillo,Defensa y Justicia,https://api.sofascore.com/api/v1/player/1092590/image,https://api.sofascore.com/api/v1/team/36839/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
A. Preciado,Aldosivi,Ángelo Preciado,Atlético Mineiro,https://api.sofascore.com/api/v1/player/881844/image,https://api.sofascore.com/api/v1/team/1977/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.34,BAIXA_REVISAR
A. Quiñonez,Real Oruro,Angel Quiñonez,CDT Real Oruro,https://api.sofascore.com/api/v1/player/886545/image,https://api.sofascore.com/api/v1/team/423186/image,División Profesional,Bolivia,https://api.sofascore.com/api/v1/unique-tournament/16736/image,0.85,ALTA
A. Quirós,Vélez Sarsfield,Aarón Quirós,Vélez Sarsfield,https://api.sofascore.com/api/v1/player/1113232/image,https://api.sofascore.com/api/v1/team/3208/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.94,ALTA
A. Ramos,América de Cali,Adrián Ramos,América de Cali,https://api.sofascore.com/api/v1/player/38172/image,https://api.sofascore.com/api/v1/team/6102/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
A. Ramos,Deportes Iquique,Álvaro Ramos,Deportes Iquique,https://api.sofascore.com/api/v1/player/177819/image,https://api.sofascore.com/api/v1/team/33596/image,Liga de Ascenso,Chile,https://api.sofascore.com/api/v1/unique-tournament/1240/image,0.94,ALTA
A. Rangel,Barcelona SC,Alex Rangel,Barcelona SC Guayaquil,https://api.sofascore.com/api/v1/player/1109883/image,https://api.sofascore.com/api/v1/team/5250/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
A. Ricaurte,Águilas Doradas,Andrés Ricaurte,Rionegro Águilas Doradas,https://api.sofascore.com/api/v1/player/285527/image,https://api.sofascore.com/api/v1/team/48244/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.85,ALTA
A. Riep,Audax Italiano,Alessandro Riep,Independiente Rivadavia,https://api.sofascore.com/api/v1/player/1127516/image,https://api.sofascore.com/api/v1/team/36842/image,Liga Profesional de Fútbol,Argentina,https://api.sofascore.com/api/v1/unique-tournament/155/image,0.34,BAIXA_REVISAR
A. Roa,Once Caldas,Andrés Roa,Once Caldas,https://api.sofascore.com/api/v1/player/832707/image,https://api.sofascore.com/api/v1/team/6118/image,"Primera A, Apertura",Colombia,https://api.sofascore.com/api/v1/unique-tournament/11539/image,0.94,ALTA
A. Robledo,O'Higgins,Alan Robledo,O'Higgins,https://api.sofascore.com/api/v1/player/892450/image,https://api.sofascore.com/api/v1/team/3163/image,Liga de Primera,Chile,https://api.sofascore.com/api/v1/unique-tournament/11653/image,0.94,ALTA
A. Rodríguez,Independiente del Valle,Arón Rodríguez,Independiente del Valle,https://api.sofascore.com/api/v1/player/1011412/image,https://api.sofascore.com/api/v1/team/39723/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.94,ALTA
A. Rodríguez,Internacional,Alan Rodríguez,Internacional,https://api.sofascore.com/api/v1/player/874576/image,https://api.sofascore.com/api/v1/team/1966/image,Brasileirão Betano,Brazil,https://api.sofascore.com/api/v1/unique-tournament/325/image,0.94,ALTA
A. Rodríguez,Universidad Católica,Álex Rodríguez,Universidad Católica del Ecuador,https://api.sofascore.com/api/v1/player/2372354/image,https://api.sofascore.com/api/v1/team/21942/image,LigaPro Serie A,Ecuador,https://api.sofascore.com/api/v1/unique-tournament/240/image,0.85,ALTA
A. Rodríguez,Juventud,Alejandro Rodríguez,Juventud Pueyrredón,https://api.sofascore.com/api/v1/player/1908589/image,https://api.sofascore.com/api/v1/team/530703/image,Copa Santa Fe 2024,Argentina Amateur,https://api.sofascore.com/api/v1/unique-tournament/22637/image,0.85,ALTA
